Date,Climb,Difficulty,Type,Area,Pitches,Height,Style,Partner(s),Notes
2024-09-16,Old Ladies Route,5.2,Trad,Seneca Rocks,3,150,"Lead, Redpoint",Joe Pi.,With Joe!
2024-09-16,Traffic Jam,5.7,Trad,Seneca Rocks,2,120,"Lead, Onsight",Joe Pi.,Sick climb! One TR pitch to clean since Joe couldn't get up it. TR pitch I didn't use the back wall or the arete for fun
